STATUS,Condition,Respondent,Form Timer ⏱️,Warmup Task Time,Task Time,Tasks Completed,Time Per Task,Quiz Score,Worker ID,How many years of coding experience do you have? ,How many years of python experience do you have? ,How frequently have you written Python code in the last year?,How would you describe your expertise with asynchronous functions in Python?,Have you used the Python Asyncio library before? ,Have you used the Python Trio library before? ,"How much experience do you have using AI coding assistants (such as GitHub Copilot, Claude, ChatGPT, Cursor or similar tools that can generate or suggest code)?",PQ1: What is the primary benefit of using asynchronous programming in Python?,PQ2: What happens when the await keyword is used in an async function?,PQ3: Why is error handling important in asynchronous code?,PQ4: What is a coroutine in Python?,PQ5: What is a Semaphore?,Pre Quiz Async,PQ6: Which of the following correctly downloads and saves a text file from a URL using the requests library? ,PQ7: Consider the following function that attempts to retrieve data by ID. Which of the following code snippets correctly handles exceptions to store results in a dictionary?,Pre Quiz Coding,Timestamp,Do you want a copy of your quiz results to understand how well you've learned the Python Trio library? ,I pledge to NOT use AI for the questions in this quiz,P1: What happens when the await keyword is used in an async function?,Q1,P2: What happens to a parent task when a child task raises an unhandled exception in Trio?,Q2,"P3: Consider this function, how can you spawn this function using nursery.start_soon() and store the results? 

Briefly describe how you would call nursery.start_soon() within a trio.nursery and any modifications to example(), if applicable. ",Q3,"P4: Carefully examine this code snippet, what is the output of this code? ",Q4,P5: Read the following code and identify when each task starts and completes:  [Task 1 - Start],P5: Read the following code and identify when each task starts and completes:  [Task 1 - End],P5: Read the following code and identify when each task starts and completes:  [Task 2 - Start],P5: Read the following code and identify when each task starts and completes:  [Task 2 - End],Q5,P6: Think about which of the tasks will complete. What will you see printed? Select all that apply. ,Q6,"P7: Please select answer ""(A) 0.1s"" ",P8: Review the following asynchronous / concurrent execution code snippet and identify the bug. What will happen instead? ,Q8,"P9: Examine this code snippet, what will this program print? Briefly explain why? ",Q9,P10: The following piece of code attempts to fetch user ids. What is wrong with this code?  ,Q10,P11: Review the following code snippet and identify the bug: ,Q11,P12: This is a simple implementation of a trio parallel task processing. Identify the bug that will raise an error in this code. ,Q12,P13: Your teammate implemented Task 2 differently (see code below). They claim it handles errors because it has a try/except block and stores 'error' in the results. Will their code produce the same results dictionary as your implementation? Why or why not? ,Q13,"P14: When happens in a nursery when you call ""nursery.start_soon()""? What does the ""nursery.start_soon()"" function return? ",Q14,"P15: Briefly explain the role of the ""await"" keyword when coding with Trio: 
What does it do? 
When did you use it in this coding task? 
When should you avoid using it? ",Q15,"How did you use AI tools for the coding task?
Select the option that best describes your experience:",How useful did you find the AI tool (if you used it),What did you use AI Assistance for in this task? ,"When you TYPICALLY code (outside of this task), what percentage of time do ask AI to explain something vs ask AI to generate code? 

(1) 100% explanation - 0% code generation
(2) 80% explanation - 20% code generation
(3) 60% explanation - 40% code generation
(4) 40% explanation - 60% code generation
(5) 20 % explanation - 80% code generation
(6) 0 % explanation - 100% code generation",How much do you feel like you learned from this task? ,How much did you enjoy this learning task? ,How much effort did you use to complete each of the tasks in this study? [Warmup Task],How much effort did you use to complete each of the tasks in this study? [Trio Task ],How much effort did you use to complete each of the tasks in this study? [Post Task Quiz],Did you use AI Assistance for this quiz? ,How long did it take you to complete the quiz? ,What is your current age?,What is the highest level of education that you have completed? ,Are you currently a student? ,In what context do you do most of your programming?,I would prefer complex to simple problems,I like to have the responsibility of handling a situation that requires a lot of thinking,"Select the number ""4""",Thinking is not my idea of fun.,I would rather do something that requires little thought than something that is sure to challenge my thinking abilities. ,Do you have any comments or feedback about this learning task? ,Column 1,Fingerprint - DO NOT EDIT,Have you seen or used Trio before this task? ,I acknowledge that there are 4 sections to the quiz and will try to plan my time accordingly. ,Fingerprint - DO NOT EDIT,Fingerprint - DO NOT EDIT
COMPLETED,AI,TKRW23YCGAQD,In time (21m 16s),13,32,2,16,10.50,TKRW23YCGAQD,4-6 years,4-6 years,7 - Extensively (multiple hours every day as a primary focus of my work/activities),5 - I have written basic code using asynchronous functions,Yes,No,6 - I'm proficient with multiple AI coding assistants and use advanced prompting techniques,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,(A) A thread-based function that automatically runs in parallel with other functions,"(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",4,(A),(C),2,8/5/2025 15:32:48,No,Yes,(C) The function creates a new thread to handle the awaited operation,0,"(C) The exception propagates to the parent task, typically causing it to fail",1,I would call nursery.start_soon(example) and modify the result by storing it in a higher level dictionary value.,1,Apple Lemon Orange printed on separate lines,1,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Task 3 ending"", ""Value Error: Task 2 fails"", ""Main complete""",0.5,(A) 0.1s,the appending of values to the results dictionary does not take place in the correct scope so none of the calculated values will be stored properly. An empty object will be returned.,0,"it will print ""*yawn* Going to sleep"" followed by ""Woke up after 6 seconds"" because it will count 2*3 seconds from start_time to sleep_time.",0,Nothing is wrong with the code.,0,I don't know,0,I don't know,0,Their code will not because they are raising a ValueError in the else statement so the first iteration through that reaches that will raise the error and stop execution.,2,A new child is spawned in a nursery and the start_soon() function returns nothing,2,await pauses execution within the scope it is used to wait for other code to finish executing. I used it in this coding task whenever I called an asynchronous function and needed to wait for that to finish. I don't know when I should avoid using it.,1,7,7,Generating code,5,2,4,Moderate effort,High effort,High effort,No,21 minutes,26-30,Bachelor's degree,No,"At work as a professional developer, Personal projects and hobbies, Freelance/contract work",5,5,4,2,1,Nope,Their code will not because they are raising a ValueError in the else statement so the first iteration through that reaches that will raise the error and stop execution.,NSpfAlHg,No,Yes,,
TIME-1N,AI,KK2949HMN9H6,In time (30m 19s),7,22,2,11,10.50,KK2949HMN9H6,4-6 years,4-6 years,6 - Daily (as part of my regular work/activities),5 - I have written basic code using asynchronous functions,Yes,No,6 - I'm proficient with multiple AI coding assistants and use advanced prompting techniques,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,"(C) A function that can be paused and resumed, allowing other code to run during pauses",(N) I don't know,4,(A),(C),2,7/30/2025 11:53:52,Yes,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"First, make an empty list.
Then use: async with trio.open_nursery() as nursery:
Within the nursery block, run list.append(nursery.start_soon(example)).",0,Apple'\n'Lemon'\n'Orange',2,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Value Error: Task 2 fails""",1.5,(N) I don't know,The code might run results.append before the previous line of code completes. Resulting in result having the previous or no value at all (and causing an error).,0,"It will first print going to sleep, then print Woke up after 0 seconds! as there is no await for trio.sleep so that line will finish immediately.",2,dont know,0,trio.run is not needed. Main can be directly run.,0,nursury.start_soon is not in a with block.,1,no time,0,The nursery attempts to call the function within start soon ASAP. It returns what the function returns.,0,It signifies that other async code can run while what is in the await is running.,0,5,6,"Debugging errors, Explaining concepts",4,5,5,Little effort,Moderate effort,High effort,No,29 min,26-30,Master's degree,No,"Personal projects and hobbies, Freelance/contract work",4,4,4,2,2,no time,,6UMl1Esq,No,Yes,,
TIME-1N,No AI,ERJTYMFET7AG,In time (29m 39s),13,35,2,17.5,12.50,ERJTYMFET7AG,7+ years,4-6 years,4 - Regularly (once or twice a week),4 - I have run code using asynchronous functions but haven't written any myself,Yes,No,6 - I'm proficient with multiple AI coding assistants and use advanced prompting techniques,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,(A) A thread-based function that automatically runs in parallel with other functions,"(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",4,(C),(C),1,7/30/2025 10:32:05,Yes,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"Within a main method, I would declare the nursery with async def, and inside it, I would call example() with nursery.start_soon(example).",0,"Apple Lemon Orange. Apple is first, with a 1 second gap, then Lemon, then another second gap, and lastly, Orange.",2,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Task 3 ending"", ""Value Error: Task 2 fails"", ""Main complete""",0.5,(A) 0.1s,Nothing will happen because there isn't a main method called with trio.run(),0,"time.perf_counter() returns the value of time in seconds, so after sleeping for 6 seconds, it will subtract the final perf_counter() value minus the value from the start_time.",0,The code appears to be valid,0,trio.open_nursery is missing async.,2,nursery is missing with async,2,I think the results dictionary won't be updated,0,"When calling nursery.start_soon(), the child task is started. This function doesn't return anything.",2,ran out of time,0,1,,Did not use,3,7,7,Moderate effort,High effort,Very high effort,No,30 minutes,35-45,Bachelor's degree,No,"At work as a professional developer, Freelance/contract work",4,5,4,2,2,,,w0ZShx8N,No,Yes,,
TIME-1N,No AI,4TDYMVZG22KD,Late (+ 2m 19s),,35,1.5,23.33333333,13.50,4TDYMVZG22KD,7+ years,1-3 years,7 - Extensively (multiple hours every day as a primary focus of my work/activities),5 - I have written basic code using asynchronous functions,No,No,7 - I extensively use AI coding assistants for complex coding projects and have developed,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(C) The function creates a new thread to handle the awaited operation,(C) Because errors in one async task should not crash the entire application,(N) I don't know,(C) A message queue system used to pass data between different asynchronous processes,3,(C),(C),1,8/3/2025 22:40:12,Yes,Yes,(C) The function creates a new thread to handle the awaited operation,0,(B) The parent task is notified but continues to run,0,"with trio.open_nurserty() as nursery:
   trio.start_soon(example)",0,Apple\nLemon\nOrange,2,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Task 3 ending"", ""Value Error: Task 2 fails"", ""Main complete""",0.5,(A) 0.1s,"Never started the process_item() using nurserty.open_soon (or similar method). Not sure what the behavior is since there is no process, probably it will fail.",0,trio.sleep() was not called with await. It will probably hold the process for the time.,2,fetch_data was called without await. They would be executed one after the other (sequentially) I believe.,2,"This looks OK, but I am not familiar with trio.run(). But this starts the trhead which will print Start then End and exit. The with block completes when it exits.",0,start_soon should be called with in the with trio.open_nursery() as nurserty. Not sure in this implementation it identifies the end of block.,2,"I don't know, not enough time.",0,"Nothing, it starts the process.",2,Await is a non blocking call.,1,1,5,Did not use,4,7,7,Little effort,High effort,High effort,No,"Over the given time, about 5 min more.",45+,Bachelor's degree,No,"Personal projects and hobbies, Freelance/contract work",4,4,4,2,2,,,57PIvtwm,No,Yes,,
TIME-2N,AI,X9X7EPZMKQG3,Late (+ 7m 3s),12,34,2,17,5.00,X9X7EPZMKQG3,7+ years,4-6 years,6 - Daily (as part of my regular work/activities),2 - I understand asynchronous functions conceptually,No,No,5 - I frequently integrate AI coding assistants into my coding workflow for various tasks,(N) I don't know,(N) I don't know,(N) I don't know,(N) I don't know,(N) I don't know,0,(N) I don't know,(N) I don't know,0,7/30/2025 16:00:29,Yes,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"I will write the following code block:

async with trio.open_nursery() as nursery:
   stored_result = nursery.start_soon(example)

I will not edit the example() function unless something else is needed.",0,Apple   Lemon   Orange ,2,0.5s,1.5s,0s,1.0s,0,"""Task 1 ending""",0,(A) 0.1s,"I am not sure, but it seems like the time delay is being saved in ""result"" and at each call to the process_item, the time delay is doubled. So, most likely the delay is never going to end.",0,"*yawn* Going to sleep
Woke up after 6 seconds!",0,"I think the function definition and the nursery calling are misplaced, but I am not 100% sure.",0,"The ""Task complete"" happens before the foo function executes due to delay.",0,Ran out of time,0,Ran out of time,0,All the statements inside the nursery are executed concurrently. I am not sure what it returns though.,1,Delays the execution of the current function for a specific amount of time mentioned within the await command.,0,5,7,"Generating code, Debugging errors, Rewriting / Improving Code",3,6,7,Moderate effort,Very high effort,High effort,No,30 minutes,35-45,Doctoral degree,No,"At work as a professional developer, Freelance/contract work",4,4,4,1,4,"It was fun to learn about asynchronous programming, which I had not encountered before. I think I could have done much better if I could have accessed the coding tasks I did at part 2 during the quiz for reference, but I still tried my best. I ran out of time as the bug-finding questions were quite challenging for me.",,4IE6VgMO,No,Yes,,
TIME-2N,No AI,DVEJE9MWFACZ,Late (+ 1m 21s),8,29,2,14.5,15.00,DVEJE9MWFACZ,7+ years,7+ years,6 - Daily (as part of my regular work/activities),2 - I understand asynchronous functions conceptually,No,No,7 - I extensively use AI coding assistants for complex coding projects and have developed,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(N) I don't know,(N) I don't know,(N) I don't know,2,(N) I don't know,(C),1,7/30/2025 18:08:22,Yes,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"Spawning the function is easy - just do `async with trio.open_nursery() as nursery: result = nursery.start_soon(example)`. I think this works to store the result, but I'm not 100% sure on that. ",0,"Apple, Lemon, Orange (these would print on separate lines, apparently this form doesn't allow line breaks in these fields)",2,0s,1.0s,0.5s,1.5s,2,"""Value Error: Task 2 fails""",2,(A) 0.1s,There's no call to nursery.start_soon() here. I think what ends up happening is that `result` ends up being appended to `results` before it actually has a definite value assigned to it.,1,I don't know,0,fetch_data isn't awaited. I think the line `data = fetch_data(uid)` should instead be `data = await fetch_data(uid)`.,2,"If I recall correctly, trio.sleep() doesn't require `await`...well actually, given the code in the question below, I think I'm wrong about this, so I don't know where the bug here is.",0,There is no `async with trio.open_nursery() as nursery...` context manager here.,2,"It won't - no time to explain this and I'm not entirely sure regardless, but I feel like the try/except being outside of the trio context manager changes the logic here. ",2,Ran out of time,0,Ran out of time,0,1,,,3,5,5,High effort,Very high effort,Very high effort,No,30 min,35-45,Bachelor's degree,No,"At work as a professional developer, Personal projects and hobbies, Freelance/contract work",5,5,4,1,1,,,69giJJf0,No,Yes,,
TIME-3N,AI,3Q4WHXW7NMVG,In time (30m 1s),6,29,2,14.5,13.00,3q4whxw7nmvg,4-6 years,4-6 years,5 - Frequently (several times a week),5 - I have written basic code using asynchronous functions,No,No,4 - I regularly use AI coding assistants but primarily for code snippets or debugging help,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,(A) A thread-based function that automatically runs in parallel with other functions,(N) I don't know,3,(A),(C),2,8/4/2025 15:58:02,Yes,Yes,(D) The function blocks all other operations until the awaited operation completes,0,"(C) The exception propagates to the parent task, typically causing it to fail",1,"This needs to be called with an `await with trio.open_nursery() as nursery` block, and can be called with `nursery.start_soon(example)` inside that block. nursery.start_soon returns None, so to get the result output from example, it can modify an outer result variable rather than returning it. For example:
```
result = None

async def example():
  await trio.sleep(1)
  result = ""Hello World""

async with trio.open_nursery() as nursery:
  nursery.start_soon(example)
```
This could be declared within an async function, and result returned if needed.
",1,"""Apple"", ""Lemon"", ""Orange""",2,0s,1.0s,0.5s,1.5s,2,"""Value Error: Task 2 fails""",2,(A) 0.1s,`process_item` needs to be called with nursery.start_soon.,1,"""*yawn* Going to sleep""
""Woke up after 0 seconds!""

This is because the trio.sleep is not awaited, so the code execution is not blocked until the timer completes.",2,"the line in `process_users`: `data = fetch_data(uid)` needs to await the fect_data aync function, `data = await fetch_data(uid)`. ",2,I don't know.,0,"The nursery process will not wait for execution to complete since it's not inside a async with block. Therefore, the lower sleep(1) will execute immediately after calling process_task, and will complete first (before sleep(2)), so results will be {}.",0,Ran out of time.,0,Ran out of time,0,Ran out of time,0,6,6,Generating code,3,6,6,Little effort,Very little effort,Moderate effort,No,30 min,35-45,"Professional degree (JD, MD, etc.)",No,"At work as a professional developer, Personal projects and hobbies, Freelance/contract work",3,3,3,3,3,Ran out of time,,vvcnVxny,No,Yes,,
TIME-3N,No AI,K9P7WEP3YMCV,Late (+ 8m 26s),4,35,1.5,23.33333333,16.00,K9P7WEP3YMCV,1-3 years,1-3 years,4 - Regularly (once or twice a week),5 - I have written basic code using asynchronous functions,Yes,No,6 - I'm proficient with multiple AI coding assistants and use advanced prompting techniques,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,"(C) A function that can be paused and resumed, allowing other code to run during pauses",(N) I don't know,4,(A),(C),2,7/30/2025 3:47:51,Yes,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"I would call example by nursery.start_soon(example). In order to store the results, I would create results = [] outside the function example, and pass that into the function, so instad of return result it will do results.append(result) to track all the results that have been generated by nursery.start_soon(example)",2,Apple   Lemon   Orange,2,0s,1.0s,0.5s,1.5s,2,"""Value Error: Task 2 fails""",2,(A) 0.1s,process_item does not have any async operations involved ,2,"It will print out ""'Woke up after 6 seconds!"", because it calls trio.sleep (6)",0,It didnn't use await when calling fetch_data async function ,2,I don't know,0,It didn't use the trio async context manager to manage the tasks,2,ran out of time,0,ran out of time,0,ran out of time,0,1,,,5,7,6,Little effort,Moderate effort,High effort,No,30 minutes,22-25,Bachelor's degree,No,Freelance/contract work,4,4,4,2,2,,,C_4amCy7,No,Yes,,
TIME-4N,No AI,2H2V2VZ9T3AY,Late (+ 4m 43s),8,31,2,15.5,10.00,2h2v2vz9t3ay,4-6 years,4-6 years,5 - Frequently (several times a week),4 - I have run code using asynchronous functions but haven't written any myself,No,No,3 - I occasionally use AI coding assistants for simple coding tasks or examples,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(N) I don't know,(C) Because errors in one async task should not crash the entire application,(N) I don't know,(N) I don't know,2,(A),(B),1,7/30/2025 14:19:05,Yes,Yes,(D) The function blocks all other operations until the awaited operation completes,0,(B) The parent task is notified but continues to run,0,"because nursery wont return anything, the `result` variable would have to be a shared variable, and modified within example. so it would be run like:
```python
async def example(result):
  await trio.sleep(1)
  result = ""Hello World""
```
as the modified example function and 
```python
...

  nursery.start_soon(example, result)
```
within the trio.nursery. that way, the result is stored within the result variable outside the example scope.",2,Apple\nLemon\nOrange,2,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Task 3 ending"", ""Main complete""",0,(A) 0.1s,"its not using nursery correctly by using `nursery.start_soon`. In the case process item throws an exception, the program will stop, and not handle the exceptions gracefully. not to mention that this is no longer an asynchronous function, as no functions are running concurrently without the `nursery.start_soon` lines.
      ",2,"for argument ""x"" it will print:
*yawn* Going to sleep
Woke up after 2*x seconds

if x is 2 for example:
*yawn* Going to sleep
Woke up after 4 seconds",0,"nothing looks necessarily wrong with it, but there some nested parts of the all_data dictionary. the line `all_data[uid] = data` could be changed to `all_data[data[""id""]] = data[""data""]`",0,I ran out of time,0,Ran out of time,0,Ran out of time,0,"starts an asynchronous callable, and doesnt return anything",2,Ran out of time,0,1,,,2,6,7,High effort,Very high effort,High effort,No,30 mins,22-25,Bachelor's degree,Yes - Advanced Degree,"In school/university courses, Freelance/contract work",4,4,4,2,3,,,a28pJyPX,No,Yes,,
COMPLETED,AI,9W2P7JQ4T2XW@aidatatrainer.com,In time (29m 55s),9,22,2,11,21.00,9w2p7jq4t2xw,4-6 years,1-3 years,4 - Regularly (once or twice a week),5 - I have written basic code using asynchronous functions,Yes,No,6 - I'm proficient with multiple AI coding assistants and use advanced prompting techniques,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(A) Because async functions cannot use traditional try/except blocks,(A) A thread-based function that automatically runs in parallel with other functions,"(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",3,(A),(C),2,8/7/2025 3:15:01,Yes,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"within a ""with nursery"" block, run start_soon(example()) to run the function. To store the results, the parent function would declare a variable (eg a dictionary) to store results, and the child function ""example"" would add to it",2,Apple /n Lemon /n Orange,2,0s,1.0s,0.5s,1.5s,2,"""Value Error: Task 2 fails""",2,(A) 0.1s,"start_soon' isn't used, so this code will run entirely synchronously - process_item will be called only once at a time.",2,"*yawn* Going to sleep \n Woke up after 6 seconds -- trio.sleep waits for a number of seconds based on its argument, and 2*3 is 6 seconds",0,"fetch_data isn't awaited, so all_data will be a bunch of promises",1,the with clause needs to be marked as async,2,"There is no ""with"" clause to scope the nursery, so the nursery doesn't go out of scope properly when it's done",1,"because they surrounded the whole nursery with a try/catch block, as soon as one exception is thrown, the whole nursery shuts down and tasks that don't throw errors won't complete. Their code will print the result ""ValueError""",2,"nursery.start_soon sets an async task to start soon, as the name suggests. I'm pretty sure it begins the process of running an async coroutine immediately, but it might wait until getting to the end of ""with"" block before starting anything. Also pretty sure nursery,start_soon() has no return value.",2,"The ""await"" keyword waits for an async function to return before continuing to the next line. Or, var = await async_function won't assign anything to var until async_function returns. In the coding task I'm pretty sure I used it when storing results to a dictionary, to make sure that we weren't storing promises. You should avoid using await when you want execution to continue on to the next line without waiting for the async function to complete -- e.g. for async logging.",1,7,7,"Generating code, Explaining concepts",4,4,5,High effort,Moderate effort,Moderate effort,No,26 mins,26-30,Bachelor's degree,No,"At work as a professional developer, Freelance/contract work",3,2,4,2,2,,,6jozgYD7,No,Yes,,
COMPLETED,AI,E7WPTNEHR4YE,In time (23m 20s),,13,2,6.5,17.00,E7WPTNEHR4YE,7+ years,4-6 years,5 - Frequently (several times a week),5 - I have written basic code using asynchronous functions,Yes,No,5 - I frequently integrate AI coding assistants into my coding workflow for various tasks,(A) It makes the code run faster by utilizing multiple CPU cores,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(C) Because errors in one async task should not crash the entire application,(A) A thread-based function that automatically runs in parallel with other functions,"(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",4,(N) I don't know,(C),1,8/7/2025 16:55:26,Yes,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"create a trio.nursery in an async await block. within that, await nursery.start_soon(example) and store it in a variable outside the with block",1,Apple Lemon Orange,2,0s,1.0s,0.5s,1.5s,2,"""Value Error: Task 2 fails""",2,(A) 0.1s,"The process_item function isn't called using nursery.start_soon(). What happens with this code, I don't know.",1,"trio.sleep() isn't awaited, so I guess it will simply print both messages in quick succession with a time of almost 0s.",2,I don't know,0,"It will print Task complete before ""End"", maybe even before ""Start"" because the main thread doesn't check whether the task was completed.",0,"The main thread may access the results dictionary before the process_task function has modified it since the nursery isn't inside a with block, so the program never checks whether the async task is completed.",0,"The error isn't handled gracefully, it simply causes the program to error out of the try block into printing ""ValueError"" and whatever is in results at that time. This includes an ""error"" for the current id but terminated further execution",2,it launches a thread with that runs the given function with the given parameters. I don't know what it returns.,1,"It stops the main program flow, but not threads to await a return value from a function. It was useful for sleeping, for example. It should be avoided when the main function could continue without needing to wait for a thread to finish.",2,7,6,Generating code,5,3,5,Moderate effort,Very little effort,High effort,No,about 22 minutes,22-25,Bachelor's degree,No,"At work as a professional developer, Personal projects and hobbies",5,4,4,1,1,,,282SGCRD,No,Yes,,
COMPLETED,No AI,NE92DRJHF6W9,In time (25m 35s),6,21,2,10.5,22.50,NE92DRJHF6W9,4-6 years,1-3 years,4 - Regularly (once or twice a week),5 - I have written basic code using asynchronous functions,Yes,No,3 - I occasionally use AI coding assistants for simple coding tasks or examples,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(C) The function creates a new thread to handle the awaited operation,(C) Because errors in one async task should not crash the entire application,"(C) A function that can be paused and resumed, allowing other code to run during pauses",(N) I don't know,3,(A),(C),2,8/7/2025 13:13:01,Yes,Yes,(C) The function creates a new thread to handle the awaited operation,0,"(C) The exception propagates to the parent task, typically causing it to fail",1,"outside of the nursery, define list results = [], modify example to take results : List[string] param, change return result to results.append(result)",2,Apple\nLemon\nOrange,2,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Value Error: Task 2 fails""",1.5,(A) 0.1s,"The lack of utilizing the nursery start_soon method means that this might as well not be async, as it will run as a regular loop concurrently",2,"""Woke up after 0 seconds!"" because trio.sleep is not awaited",2,not awaiting the async fetch function,2,not an async with,2,"this nursery is not async awaited or even context managed, but im not sure exactly what would happen",2,No because it doesn't try each individual user_id and will just bring back an empty dictionary,2,a coroutine instance object or thread runner thing,0,await is needed whenever you need the results of an async function. You shouldn't use it when awaiting the result of an async function within a non async function.,2,1,,,1,5,7,Little effort,Moderate effort,High effort,No,22 minutes,22-25,Bachelor's degree,No,"Personal projects and hobbies, Freelance/contract work",5,5,4,1,1,This was fun,,X0Wb5lq-,No,Yes,,
COMPLETED,No AI,PKEVNN3XD7PH,Late (+ 1m 42s),10,25,2,12.5,14.50,PKEVNN3XD7PH,7+ years,7+ years,6 - Daily (as part of my regular work/activities),5 - I have written basic code using asynchronous functions,Yes,No,3 - I occasionally use AI coding assistants for simple coding tasks or examples,(B) It allows for concurrent execution of I/O-bound tasks without blocking,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,(B) Because async functions always raise more exceptions than synchronous ones,"(C) A function that can be paused and resumed, allowing other code to run during pauses","(B) A synchronization primitive that maintains a set of permits, limiting the number of concurrent accesses to a shared resource",4,(A),(C),2,8/8/2025 13:30:27,Yes,Yes,(B) The function pauses execution and allows other tasks to run until the awaited operation completes,1,"(C) The exception propagates to the parent task, typically causing it to fail",1,"In order to spawn the function using `nursery.start_soon()`, the nursery context has to be entered first with `async with trio.open_nursery() as nursery`. Within the context we then call `nursery.start_soon(example)`. In order to store the results we can use a list (given this function returns a string). The said list can be defined before starting the nursery.",2,"The code will print three things in the following order: Apple, Lemon, Orange",2,0s,1.0s,0.5s,1.5s,2,"""Task 1 ending"", ""Value Error: Task 2 fails""",1.5,(A) 0.1s,"`await process_item(item)` is non-blocking, it will return immediately without waiting for a calculation result. `results` may not be populated with expected data",0,"""Woke up after -6 seconds!' The execution stopped at `trio.sleep(2*3)` and then we subtract sleeping time from a new time.perf_counter ",0,"there's no try-except block inside a child function, which could lead to serious problems down the line",0,nursery has to be opened with `async` keyword,2,I don't know,0,I don't know,0,"it does not return anything, it starts async execution of the function from the argument",2,"it annotates an async function, and it is used when you need to define an async function",1,1,,I didn't use any tools,1,3,3,Little effort,Little effort,High effort,No,29 minutes,31-35,Bachelor's degree,No,"At work as a professional developer, Freelance/contract work",5,4,4,2,2,,,Ojo7n5cc,No,Yes,,
